Member_ID,Name,Postcode,Fine
56024,Destiny Russo,AX8ETX,10.0
92148,Meghan Perez,AXAPJL,
15010,Aaron Wilkinson,AXTD3B,5.0
70779,Karina Woods,AXEDU5,0.0
36196,April Pearson,AXA916,10.0
97015,Kim Jordan,AX2LJQ,5.0
52556,Kristen Petty,AXC66S,10.0
20735,Carlos Graham,AXYLIA,10.0
19562,Michael Clark,AX0BNS,
74101,Michael Parks,AXN3W1,0.0
93552,Brenda Martin,AXF1GR,0.0
73260,Michelle Hopkins,AX5PRN,0.0
89890,Melanie Wise,AXN9C9,0.0
31407,Elaine Harrison,AXOAAW,
99439,Beverly Taylor,AXU9J7,0.0
39598,Daniel Rodgers,AXTY4W,0.0
66585,Ashley Baker,AXKPBJ,0.0
71042,Paul Cross,AXHPKR,
47300,Jessica Bauer,AXCIDY,0.0
97958,Michael Booker,AXZMKZ,0.0
39026,Alicia Conley,AXVSNR,5.0
77241,Manuel Rodriguez,AX4IOK,10.0
27930,Rose Hendricks,AXTYMY,0.0
01516,Jessica Brown,AX0D4C,0.0
94580,Kathleen Lee,AXW1LO,0.0
22978,Charles Graham,AXSTW1,
08119,Paula Mccarthy,AX4U4J,0.0
19990,Krystal Robertson,AXQI9L,5.0
05572,Donald Horn,AXDDE5,
14933,David Lee,AXVAJE,10.0
77085,Amanda Owens,AXXA6L,0.0
09914,Thomas Nguyen,AXTGTS,0.0
30352,Robert Gutierrez,AXC1MT,0.0
12772,Mary Graham DVM,AX9P2W,0.0
83475,Tyler Franco,AXKUXN,0.0
51243,Margaret Hines,AXUOIX,0.0
31261,James Johnson,AXT12C,0.0
22832,Patrick Prince,AXN16U,10.0
44392,Tony Dodson,AXP7RB,0.0
97934,Kim Barker,AXM5VM,
40347,Donald Camacho,AXP07F,0.0
32026,Sean Steele,AX7MPL,0.0
84826,Jessica Adams,AXHMID,5.0
55521,Alicia Stone,AXN8TD,
75732,Craig Velasquez,AXXW16,0.0
70185,Michael Mills,AXJPIB,0.0
10199,Angela Mueller,AXM5XU,0.0
73434,Matthew Yang,AXSNXE,10.0
06950,Philip Munoz,AXN87Y,
43226,Jennifer Carter,AX0XD3,
52282,Catherine Lewis,AXUOLK,10.0
67531,Timothy Lewis,AXORPA,0.0
00222,Lisa Mcintyre,AXR1JS,10.0
44794,Emily Scott,AX7RE2,5.0
23909,Dr. John Hart,AXA123,10.0
00754,Dana Smith,AXQJPL,0.0
19076,Jessica Washington,AXO5YN,0.0
26949,David Roberts,AXRMSF,0.0
56637,Sara Evans PhD,AX3K3O,0.0
88331,Jessica Melendez,AXUB1M,5.0
22697,Lisa Lopez,AXH6G5,0.0
57658,Rhonda Miller,AXSOR2,0.0
34879,Danielle King,AXG0UX,5.0
71463,William Bowen,AXAQ84,10.0
19643,Douglas Hoover,AXOIKI,0.0
12396,Michael Robinson,AX7W9E,0.0
61448,Nancy Glover,AX4VKM,0.0
68417,Denise Ward,AX2V22,
72384,Carly Ford,AXVY7C,5.0
33565,Lisa Bailey,AXMQWF,0.0
02625,Elizabeth Perez,AXYYCR,0.0
32943,Lisa Clark,AX5SI4,0.0
01563,Tyler Campbell,AXXSLG,0.0
18717,Henry Payne,AX5VJF,10.0
69199,Carla Reynolds,AX3MB5,10.0
20357,Marisa White,AX3J3N,0.0
45157,Claudia Francis,AXEWY7,0.0
20063,Stacy Perry,AXMF4N,5.0
05880,James Williams,AXBCLJ,0.0
49125,Stephanie Snyder,AX9XXF,
37734,Diane Wells,AXRCU5,0.0
06340,Lee Copeland,AXQB2D,0.0
68290,Brent Fischer,AXYZGJ,10.0
15693,Carl Charles,AXIRE1,0.0
52665,Justin Smith,AX1K46,0.0
73048,Mark Wilson,AXULCE,
45878,David Brown,AXCD4S,0.0
20333,Nathan Ellis,AX4C33,0.0
07368,Stephanie Woods,AX8Y7O,
96777,Johnny Case,AXWQW1,0.0
43478,Thomas Curtis,AXL874,10.0
34669,Yvonne Prince,AXKHBH,
95959,Mary Harvey,AXLMJM,5.0
46493,Robert Cohen,AXTLD4,
48545,Jill Hines,AX5WOX,0.0
88607,Danny Williams,AXK37A,0.0
48040,Samuel Leonard,AXJL9O,0.0
34235,Barbara Armstrong,AXGXG5,
95696,Brian Castillo,AX5Z1S,0.0
19468,Billy Myers,AXQJEE,10.0
12662,Sheena Evans,AXITMD,0.0
97702,Jaime Pearson,AX9HZA,0.0
97763,Shannon Rogers,AXF1NA,
88140,Daniel Foster,AXFVIE,
57227,Patrick Rodriguez,AXS4B2,0.0
25563,Nicole Burgess,AX4D2B,0.0
57975,Elizabeth Schaefer,AXWMTC,0.0
36603,Rachel Haas,AXFZ32,
55354,Jake Gentry,AXOZGM,0.0
92434,Lisa Arellano,AX1YDP,5.0
89259,Logan Martinez,AXM9E3,0.0
83062,Isaac White,AXIRYX,
21413,John Miller,AX5JPO,0.0
60028,Mr. Jesse Mcneil,AXT1GP,
99362,Andrea Miller,AXET21,5.0
95311,Melanie Kelley,AXWVMX,
14833,Levi Diaz,AXLJTX,0.0
95209,Ashley Robinson,AXTRUM,
95273,Thomas Clark,AXSX56,
90314,Austin Washington,AX5EKS,0.0
46250,Bryan Ray,AXTDDE,0.0
63200,Zachary Dennis,AXY6E6,0.0
35734,Patricia Snyder,AX49GC,0.0
97954,Jeffrey Crawford,AXNOF9,5.0
88145,Joshua Gonzalez,AX1L16,
52795,Sherri Boyd,AXUBEH,0.0
51888,Jason Cabrera,AXQUL6,0.0
40064,Ms. Michelle Waller,AXWCSA,0.0
38299,Kimberly Wright,AXAOAR,
50165,Elizabeth Gilbert,AXEOLS,10.0
10550,Sara Garcia,AXEOXI,0.0
36652,Joshua Allen,AX0IOM,5.0
82309,Laura Perez,AXGB51,0.0
33372,Breanna Gutierrez,AX7L54,0.0
70460,Lisa Harmon,AXLAAU,0.0
69669,Brittany Robinson,AX6M2V,0.0
44306,Troy Hart,AXKX2P,
69858,Jessica Daniels,AXZDXU,5.0
86993,Daniel Hunt,AXG406,
44539,Timothy Banks,AX0452,0.0
48553,Randall Bush,AXKCZN,0.0
27139,Jose Lopez,AX67J9,0.0
39393,Christina Lambert,AX7HY4,
62578,David Thomas,AX03VK,0.0
63200,Timothy Velazquez,AXYXJ7,0.0
98973,Carmen Patel,AXULT7,0.0
69919,Martha Walker,AXT810,
86130,Madeline Padilla,AXWVHA,0.0
34413,Benjamin Hill,AXCH6K,0.0
35026,Danielle Parker,AX1EC8,
24556,Catherine Rodriguez,AXTTGG,0.0
04831,Sonya Richmond,AXVWLO,10.0
84732,Christopher Willis,AX7AM5,
74195,Brandon Lowe,AXH75W,0.0
57884,Andrea Stuart,AXZEKN,0.0
49032,Roger Bowman,AXK1TS,0.0
93368,Sean Garza,AXGMGZ,10.0
99200,Margaret Reynolds MD,AX33N9,
87735,Barbara Miller,AXNTTM,0.0
19750,Rebecca Villa,AXO52I,0.0
23063,Michael Thomas,AXT0DT,0.0
38171,Pamela Allen,AXE61C,0.0
80094,Sharon Reid,AX1JR7,
87572,Ronald Taylor,AX8EQP,0.0
33061,Dr. Brenda Acosta MD,AXLVIL,0.0
93318,Charles Fuller,AXFEKE,0.0
14529,Ronald Perez,AXO8XT,5.0
75529,Thomas Schmidt,AX1OJ7,0.0
93662,Veronica Pratt,AXROCU,0.0
64838,Todd Hayes,AX1FV5,0.0
15236,Kenneth Grimes,AXPFCD,0.0
28920,Brian Ramos,AXMKUD,0.0
50959,Rebecca Hartman,AX71ED,0.0
56567,Kayla Collier,AXOOS6,5.0
03315,Daniel Ortiz,AXBMJO,
13022,Nicole Mills,AXJ9HW,10.0
56885,Sandra Smith,AXN0SJ,0.0
81619,Thomas Lewis,AXGSR4,0.0
19548,Lindsey Barry,AXH1YC,
72848,Katie Snyder,AXNC4A,0.0
21268,Jennifer Miller,AX1497,
64228,Kevin Thomas,AX55IV,
41678,Jennifer Henderson,AXMUOW,
69681,Michael Mclaughlin,AXEVF1,0.0
66902,Jonathan Schwartz,AXIYI4,0.0
29749,Bianca Powell,AXOFCT,10.0
66735,Amanda Vincent,AX7EHZ,0.0
84461,Rebecca Cortez,AX7FEK,
95968,Curtis White,AXDGMA,0.0
77472,Samantha Diaz,AXQGU6,0.0
08517,Jamie Rose,AX0MY1,0.0
94199,Jose Rocha,AXRMZG,0.0
58959,George Pierce,AX8BAH,5.0
27653,Jeremy Herman,AXAQU3,0.0
36994,Dustin Davidson,AXJABX,0.0
61709,Mark Mcgrath,AX806U,0.0
18000,Tyler Torres,AXYCOL,0.0
18821,Rachel Bell,AXU7JF,5.0
92798,Donald Hayes,AX1A09,0.0
87690,Mr. Brian Bell,AXJP39,10.0
88204,Brittney Reese,AXCXOE,0.0
92206,Lisa Simmons,AX2YTM,
17880,Michael Ellison,AX2LWF,
61529,Jeffrey Peters,AXXYTT,5.0
77532,Sonya Martinez,AXLDX4,
94592,Gabriela Serrano,AXOXTR,
51398,Douglas Harris,AXTTHD,
93961,Stephen Pollard,AX7PUQ,0.0
90672,Paul Dawson,AXOQMX,0.0
63589,James Lewis,AXWSXV,
41799,Tony Stewart,AX2TXM,
29159,Jason Lopez,AXCDLW,0.0
88721,Ronald Chandler,AX8Z92,10.0
60730,Kaitlyn Murphy,AXA46D,0.0
22640,Valerie Carpenter,AXPTOD,0.0
96764,Steven Mclaughlin,AXEFLO,
78211,Benjamin Lee,AXWQ1C,0.0
26360,April Sanchez DVM,AXOF2F,
58988,Mary Obrien,AXYR8D,0.0
95009,Jennifer Allen,AXP8OJ,
61573,Megan Stewart,AXJSIM,0.0
96889,Amy Mejia,AX05OU,0.0
22272,Manuel Fowler,AXA7PG,0.0
28004,Micheal Lee,AXMC5O,0.0
74080,Jennifer Ford,AXC920,0.0
42299,Patricia Cain,AXT5MG,5.0
34174,Diana Knapp,AXWVNP,0.0
60768,Karen Diaz,AXYLO6,0.0
15769,Kimberly Fields,AXMB8Q,0.0
81943,Joseph Johnson,AXUUDQ,
29523,Gary Best,AX81LT,10.0
89042,Geoffrey Berry,AX0FOT,0.0
85431,Kenneth Johnson,AX282V,10.0
94209,Ashley Glenn,AXRNTN,0.0
14307,Aaron Lara,AXZPKH,0.0
92140,Jacqueline Jensen,AXWOH6,
36752,Roberto Taylor,AXS1CW,0.0
09068,Steven Dawson,AX8YQK,0.0
70619,Johnny Schwartz,AXIR8Y,0.0
09249,Debra Hensley,AX461X,0.0
07767,Angela Petty,AXEEFU,0.0
69626,Kathy Silva,AXHGV6,0.0
68292,Joshua Levine,AXU4X9,
55841,Barbara Henderson,AXTY5J,0.0
59649,Nathan Gomez,AXUNM0,0.0
96104,Benjamin Kennedy DDS,AXO2WL,5.0
46967,Michelle Navarro,AXZ2J9,0.0
41459,Michael Velasquez,AXA1ZD,5.0
63933,Karen Goodwin,AXB97T,0.0
30985,Gloria Parker,AX0N5J,
53311,Heather Phillips,AXHG0L,0.0
71043,Sheila Crane,AXGLGA,10.0
09609,Mary Estrada,AXNQX8,0.0
38008,Allison Brown,AX0SD1,
51313,Matthew Sharp,AXCMUR,0.0
47848,Kevin Patel,AXW6BX,0.0
03210,Ethan Le,AXB36K,0.0
94405,Matthew Gonzalez,AXNTZ5,
99577,Francisco Pierce,AXXCUM,10.0
40452,Mary Davis,AX7V9M,0.0
97777,Laura Buckley,AX8LF0,0.0
82679,Melanie Duncan,AX3MCO,0.0
33483,Cesar Russell,AXCDPM,0.0
63702,Jennifer Mcdonald,AX5JUQ,0.0
77037,Zachary Owens,AXUGOW,
71546,Kelli Allen,AX47FR,5.0
18983,Justin Stanton,AXQXQN,0.0
76318,Cameron Bass,AXWM4G,0.0
81492,James Henderson,AXP29U,0.0
17671,Victor Diaz,AXNIOI,0.0
46270,Doris Thomas,AXXIBB,0.0
40762,David Moore,AXT00F,0.0
53342,Wayne Franklin,AX8YH7,0.0
35827,Michael Harper,AXY1XI,5.0
69279,Rebecca Morales,AX86U1,0.0
60502,Nicholas Garza,AXHFMS,0.0
34830,Jordan Gonzalez,AXVJYK,0.0
22974,Brittney Zavala,AXPBV3,0.0
77836,Eric Macias,AXC2LR,0.0
42567,Ruth Garcia,AXW97I,5.0
94876,Austin Wright,AXPLG9,0.0
16408,Matthew Mcdonald,AXO0FW,0.0
85806,Stephanie Powell,AXBT7I,
11517,Jacqueline Bartlett,AX3P7A,0.0
57452,Sandra Higgins,AXYZSW,
06561,Michael Daniels,AXGERA,0.0
40984,Shawn Monroe,AXGSMI,0.0
41698,Michelle Wilson,AX9G8J,0.0
56811,Caitlin Daniels,AXDG74,
06576,Kathleen West,AXOF2D,0.0
47701,Eileen Lutz,AXM7AX,0.0
61962,Heather Jackson,AXBKIW,0.0
93618,Margaret Davis,AXMS7V,
07292,Lisa Schwartz,AXQ37T,0.0
43280,Joel Wilson,AXKT37,0.0
55000,Emily Wagner,AXN7CV,
81986,Margaret Hodge,AXJPNY,10.0
55269,Robert Hudson,AXO11O,0.0
03135,Blake Lopez,AXVVFH,0.0
87069,Rachel Brown,AXIACX,0.0
77942,Helen Gross,AXZMI7,0.0
55752,Megan Miles,AXCGY1,5.0
62332,Brenda Griffin,AXBCGZ,5.0
26637,Charles Thompson,AX9ZXB,0.0
71538,Krystal Case,AX7XS8,0.0
42802,Paul Carroll,AXGIRY,
77124,Tiffany Snyder,AXR5FY,
20856,Lori Vega,AX5TPZ,5.0
87732,William Phillips,AX6HWP,0.0
76562,Angela Lin,AX6FZ1,
96878,Kelly Reeves,AXL9V8,0.0
15785,Erica James,AX2XRE,0.0
18626,Bonnie Mcdaniel,AX57UK,0.0
96567,Eric Knight,AXJMQX,0.0
85837,Caitlin Spencer,AXHKMW,0.0
39258,Luke Johnson,AXHWBK,0.0
44414,Angela Rios,AXK4FJ,0.0
44602,Aaron Price,AXKZRC,0.0
30789,Loretta Jefferson,AX1L8T,5.0
87424,Tyler Randolph,AX3IXX,0.0
11307,Michelle Padilla,AX7VPV,
55856,Crystal Chavez,AXNGGH,10.0
50947,Marie Thompson,AXGFAM,0.0
01492,Vanessa Nelson,AX0WOM,10.0
71781,Jesse Hill,AXPL0Y,5.0
59958,Molly Atkins,AX5FSH,
67459,Pamela Contreras DVM,AXFXEP,0.0
30342,Brittany Hardy,AXGTCY,0.0
72127,Edward Hart,AXQW56,0.0
49699,Hailey Page,AXZUG9,10.0
77083,Tracy Duffy,AXP3WK,10.0
31154,Sarah Roberts,AXUHGM,
26314,Jonathan Wyatt,AXZJBJ,0.0
53198,Melanie Zuniga,AXRTGX,0.0
73304,Nathan Knapp,AX3CAJ,0.0
18171,Anthony Ruiz,AXX8RW,
59436,Michael Davis,AXAX3K,
33337,Kristina Parrish,AXGQZZ,
06447,Tammy Ray,AXYA4X,
02696,Christina Ramos,AXZNX0,0.0
30329,Sherri Hanson,AXMONI,10.0
46662,Rodney Fisher,AXRHSN,10.0
53896,Amanda Navarro,AXEI34,0.0
09197,Adam Delgado,AX2HUO,10.0
63939,Francisco Copeland,AXBD4I,5.0
18214,Jorge Schmidt,AXMZVO,10.0
23578,Latasha Johnson,AX46HZ,
37557,Anita Lewis,AXL2LG,0.0
69708,Adam Cannon,AX7MW5,
43759,Krystal Lee,AX6L8X,5.0
79569,Nicholas Nash,AX9BLI,5.0
22077,Olivia Wade,AXSPT1,0.0
59651,Alexandra Robinson,AXMYIK,0.0
43104,Samantha Nguyen,AXWO9Z,0.0
69800,Mr. Victor Miller,AX3LPT,0.0
26219,Cameron Dorsey,AXQTL4,0.0
74410,David Haley,AXXUCB,
54430,Catherine Clay,AXMUGT,0.0
51833,Timothy Lopez,AX5Q5N,5.0
91663,Betty Lozano,AXPXP0,0.0
74592,Rebecca Singh,AXYTW3,0.0
48087,Ashley Hampton MD,AX74RM,0.0
72383,Gregory Howard,AXBKNL,5.0
18018,Evan Baker,AXZDSV,5.0
62367,Robert Moore,AXT931,
40661,Kevin Mills,AXZAG3,0.0
63781,Sarah Wilson,AXPJBP,
11595,Brandon Johnson,AXXYR9,0.0
47648,Christina Collins,AX4ZN5,0.0
02764,Nancy Larson,AXUPN8,10.0
20414,Daniel Marshall,AXJZKG,0.0
43548,Jason Hernandez,AXTYDA,0.0
26744,Stacey Brown,AX5UMK,0.0
26818,Megan Hill,AXA66J,0.0
14432,Christopher Wheeler,AXDM6N,0.0
61192,Brian Bennett,AX0QNH,0.0
01000,Cassandra Hayes,AXAMP0,0.0
00085,Jacqueline Lamb,AX0XOQ,5.0
70022,Kevin Arias,AXI0BN,0.0
96255,Chloe Williams,AXTEU8,10.0
74630,Louis King,AXBH37,5.0
94487,Megan Arias,AX7I9O,5.0
27656,Robert Thomas,AX69BQ,0.0
38037,Abigail Blankenship,AX9GK0,0.0
53802,Thomas Santos,AXLZK5,0.0
51623,Joseph Clark,AXG3SS,0.0
70966,Rachel Thompson,AX99BL,
70855,Debbie Jones,AX8UL7,0.0
97356,Kristine Short,AX1LCF,0.0
36486,Michael Strickland,AX97SD,0.0
79073,Barbara Anderson,AXP1CU,0.0
26657,Amanda Perez,AX9BXF,0.0
88738,Jose Smith,AXDGUX,10.0
20853,Shannon Vargas,AXF6K8,0.0
56903,Randy Martinez,AXTY97,
22582,David Lester,AXUITM,5.0
31102,Bonnie Tucker,AX27YI,10.0
67050,Andrew Jones,AX8SD8,0.0
83119,Angie Patterson,AXCJTX,5.0
07716,Mrs. Hannah Cox,AXNB6A,5.0
16521,Mario Castillo,AX1D5I,0.0
01911,Denise Palmer,AXRTBD,0.0
04591,Natalie Peterson,AX3BYH,10.0
89852,Julia Robinson,AX07T6,0.0
60289,Mary Marshall,AX2ZAH,0.0
10495,Jack Jones,AXF6VW,0.0
13551,Adrienne Romero,AXGYG5,0.0
00675,Alyssa Oliver,AXMMJF,
95291,Leslie Cummings,AXVGGS,0.0
52230,Kevin Rivera,AX99EJ,0.0
30735,Julie Terry,AXJWLR,0.0
65461,Anthony Farrell,AXQ3HY,5.0
